0.125 0.0821917808219178
0.5 0.1232876712328767
1.0 0.136986301369863
2.0 0.136986301369863
4.0 0.136986301369863
8.0 0.2328767123287671
16.0 0.1780821917808219
20.0 0.1643835616438356
21.0 0.1917808219178082
21.5 0.2191780821917808
22.0 0.1917808219178082
22.5 0.1917808219178082
23.0 0.2054794520547945
24.0 0.2054794520547945
28.0 0.273972602739726
31.0 0.2465753424657534
32.0 0.2465753424657534
34.0 0.2465753424657534
36.0 0.2602739726027397
40.0 0.2602739726027397
64.0 0.2465753424657534
128.0 0.3150684931506849
