0.125 0.0
0.5 0.0136986301369863
1.0 0.0547945205479452
2.0 0.1506849315068493
4.0 0.3972602739726027
8.0 0.4520547945205479
16.0 0.5616438356164384
20.0 0.5068493150684932
21.0 0.547945205479452
21.5 0.5342465753424658
22.0 0.5342465753424658
22.5 0.5616438356164384
23.0 0.5753424657534246
24.0 0.5616438356164384
28.0 0.6164383561643836
31.0 0.6575342465753424
32.0 0.6027397260273972
34.0 0.6164383561643836
36.0 0.6986301369863014
40.0 0.6575342465753424
64.0 0.8904109589041096
128.0 0.9726027397260274
