0.125 0.0 ten
0.5 0.0 ten
1.0 0.0547945205479452 ten
2.0 0.0821917808219178 ten
4.0 0.1506849315068493 ten
8.0 0.2602739726027397 ten
16.0 0.4246575342465753 ten
20.0 0.4931506849315068 ten
21.0 0.5616438356164384 ten
21.5 0.547945205479452 ten
22.0 0.5205479452054794 ten
22.5 0.5753424657534246 ten
23.0 0.5342465753424658 ten
24.0 0.5068493150684932 ten
28.0 0.547945205479452 ten
31.0 0.6027397260273972 ten
32.0 0.589041095890411 ten
34.0 0.6164383561643836 ten
36.0 0.6301369863013698 ten
40.0 0.6027397260273972 ten
64.0 0.8356164383561644 ten
128.0 1.0 ten
0.125 0.0 twentyFive
0.5 0.0 twentyFive
1.0 0.0273972602739726 twentyFive
2.0 0.0684931506849315 twentyFive
4.0 0.1095890410958904 twentyFive
8.0 0.3013698630136986 twentyFive
16.0 0.3972602739726027 twentyFive
20.0 0.4246575342465753 twentyFive
21.0 0.4657534246575342 twentyFive
21.5 0.4657534246575342 twentyFive
22.0 0.4657534246575342 twentyFive
22.5 0.4657534246575342 twentyFive
23.0 0.4794520547945205 twentyFive
24.0 0.4794520547945205 twentyFive
28.0 0.547945205479452 twentyFive
31.0 0.589041095890411 twentyFive
32.0 0.589041095890411 twentyFive
34.0 0.5753424657534246 twentyFive
36.0 0.6575342465753424 twentyFive
40.0 0.6164383561643836 twentyFive
64.0 0.8904109589041096 twentyFive
128.0 1.0 twentyFive
