0.125 0.391304347826087 ten
0.5 0.30434782608695654 ten
1.0 0.34782608695652173 ten
2.0 0.5652173913043478 ten
4.0 0.6086956521739131 ten
8.0 0.5217391304347826 ten
16.0 0.391304347826087 ten
20.0 0.30434782608695654 ten
21.0 0.2608695652173913 ten
21.5 0.2608695652173913 ten
22.0 0.43478260869565216 ten
22.5 0.4782608695652174 ten
23.0 0.2608695652173913 ten
24.0 0.21739130434782608 ten
28.0 0.391304347826087 ten
31.0 0.4782608695652174 ten
32.0 0.43478260869565216 ten
34.0 0.34782608695652173 ten
36.0 0.391304347826087 ten
40.0 0.2608695652173913 ten
64.0 0.43478260869565216 ten
128.0 0.391304347826087 ten
0.125 0.43478260869565216 twentyFive
0.5 0.30434782608695654 twentyFive
1.0 0.30434782608695654 twentyFive
2.0 0.4782608695652174 twentyFive
4.0 0.43478260869565216 twentyFive
8.0 0.43478260869565216 twentyFive
16.0 0.21739130434782608 twentyFive
20.0 0.2608695652173913 twentyFive
21.0 0.30434782608695654 twentyFive
21.5 0.34782608695652173 twentyFive
22.0 0.43478260869565216 twentyFive
22.5 0.30434782608695654 twentyFive
23.0 0.391304347826087 twentyFive
24.0 0.43478260869565216 twentyFive
28.0 0.34782608695652173 twentyFive
31.0 0.4782608695652174 twentyFive
32.0 0.391304347826087 twentyFive
34.0 0.391304347826087 twentyFive
36.0 0.34782608695652173 twentyFive
40.0 0.2608695652173913 twentyFive
64.0 0.4782608695652174 twentyFive
128.0 0.34782608695652173 twentyFive
