0.125 0.0821917808219178 ten
0.5 0.1232876712328767 ten
1.0 0.136986301369863 ten
2.0 0.136986301369863 ten
4.0 0.136986301369863 ten
8.0 0.2328767123287671 ten
16.0 0.1780821917808219 ten
20.0 0.1643835616438356 ten
21.0 0.1917808219178082 ten
21.5 0.2191780821917808 ten
22.0 0.1917808219178082 ten
22.5 0.1917808219178082 ten
23.0 0.2054794520547945 ten
24.0 0.2054794520547945 ten
28.0 0.273972602739726 ten
32.0 0.2465753424657534 ten
34.0 0.2465753424657534 ten
36.0 0.2602739726027397 ten
40.0 0.2602739726027397 ten
64.0 0.2465753424657534 ten
128.0 0.3150684931506849 ten
0.125 0.0547945205479452 twentyFive
0.5 0.0410958904109589 twentyFive
1.0 0.1232876712328767 twentyFive
2.0 0.0958904109589041 twentyFive
4.0 0.136986301369863 twentyFive
8.0 0.1095890410958904 twentyFive
16.0 0.0958904109589041 twentyFive
20.0 0.1095890410958904 twentyFive
21.0 0.1232876712328767 twentyFive
21.5 0.1232876712328767 twentyFive
22.0 0.1232876712328767 twentyFive
22.5 0.1232876712328767 twentyFive
23.0 0.1232876712328767 twentyFive
24.0 0.1232876712328767 twentyFive
28.0 0.0821917808219178 twentyFive
32.0 0.1095890410958904 twentyFive
34.0 0.1232876712328767 twentyFive
36.0 0.136986301369863 twentyFive
40.0 0.1643835616438356 twentyFive
64.0 0.136986301369863 twentyFive
128.0 0.1506849315068493 twentyFive
