0.125 0.391304347826087
0.5 0.30434782608695654
1.0 0.34782608695652173
2.0 0.5652173913043478
4.0 0.6086956521739131
8.0 0.5217391304347826
16.0 0.391304347826087
20.0 0.30434782608695654
21.0 0.2608695652173913
21.5 0.2608695652173913
22.0 0.43478260869565216
22.5 0.4782608695652174
23.0 0.2608695652173913
24.0 0.21739130434782608
28.0 0.391304347826087
32.0 0.43478260869565216
34.0 0.34782608695652173
36.0 0.391304347826087
40.0 0.2608695652173913
64.0 0.43478260869565216
128.0 0.391304347826087
