0.125 0.5652173913043478
0.5 0.43478260869565216
1.0 0.391304347826087
2.0 0.391304347826087
4.0 0.391304347826087
8.0 0.391304347826087
16.0 0.34782608695652173
20.0 0.30434782608695654
21.0 0.30434782608695654
21.5 0.34782608695652173
22.0 0.391304347826087
22.5 0.391304347826087
23.0 0.391304347826087
24.0 0.43478260869565216
28.0 0.34782608695652173
32.0 0.30434782608695654
34.0 0.2608695652173913
36.0 0.21739130434782608
40.0 0.30434782608695654
64.0 0.21739130434782608
128.0 0.43478260869565216
