0.125 0.86004
0.5 0.90590
1.0 0.89041
2.0 0.81030
4.0 0.85944
8.0 0.88088
16.0 0.92257
20.0 0.89815
21.0 0.91215
21.5 0.87790
22.0 0.86272
22.5 0.92257
23.0 0.88088
24.0 0.87373
28.0 0.91662
32.0 0.90411
34.0 0.91364
36.0 0.92734
40.0 0.90351
64.0 0.87999
128.0 0.85468
