0.125 0.0410958904109589
0.5 0.0821917808219178
1.0 0.0410958904109589
2.0 0.1232876712328767
4.0 0.0821917808219178
8.0 0.0684931506849315
16.0 0.0273972602739726
20.0 0.0684931506849315
21.0 0.0684931506849315
21.5 0.0684931506849315
22.0 0.0958904109589041
22.5 0.0547945205479452
23.0 0.0273972602739726
24.0 0.0684931506849315
28.0 0.0547945205479452
31.0 0.0684931506849315
32.0 0.0821917808219178
34.0 0.0547945205479452
36.0 0.0547945205479452
40.0 0.0684931506849315
64.0 0.0958904109589041
128.0 0.1643835616438356
